UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02   
460808,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",249716,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",88238,"A",,"R",0,"R",337954,"R",0,"R",0,"R",0,"R",66263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66263,"R",404217,"A",,"A",,"A",,"R",0,"R",0,"R",404217,"R",26640,"R",23446,"R",0,"R",0,"R",0,"R",0,"R",58341,"R",15540,"R",47374,"R",1200,"R",95800,"R",34399,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",228155,"R",74585,"R",1200,"R",152370,"R",0,"R",0,"R",0,2 ,"A",,"A",,"A",,"A",,"R",66263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",66263,"R",66263,"R",0,"R",66263,"R",0,-2 ,"A",,"A",
461087,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"Z",0,"A",,"R",1804232,"R",1804232,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1804232,"A",,"A",,"A",,"R",0,"R",0,"R",1804232,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",1861964,"R",1396473,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1861964,"R",1396473,"R",465491,"R",0,"R",0,"R",0,"R",0,2 ,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2 ,"A",,"A",
461245,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",169893,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",169893,"R",0,"R",1353191,"R",0,"R",146130,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1499321,"R",1669214,"A",,"A",,"A",,"R",0,"R",0,"R",1669214,"R",506581,"R",272520,"R",0,"R",0,"R",0,"R",0,"R",230460,"R",168166,"R",66513,"R",60341,"R",691425,"R",450544,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1494979,"R",951571,"R",157915,"R",103500,"R",0,"R",0,"R",281993,2 ,"A",,"A",,"A",,"A",,"R",95279,"R",3130,"R",2169,"R",0,"R",22314,"R",0,"R",122892,"R",122892,"R",0,"R",122892,"R",0,-2 ,"A",,"A",
461306,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",191975,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",24405,"A",,"R",0,"R",216380,"R",0,"R",0,"R",1857090,"R",243093,"R",3128,"R",146278,"R",51900,"R",1356,"R",0,"R",2302845,"R",2519225,"A",,"A",,"A",,"R",0,"R",0,"R",2519225,"R",927513,"R",738396,"R",0,"R",0,"R",0,"R",0,"R",261388,"R",203305,"R",305957,"R",224533,"R",307409,"R",225751,"R",347024,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",2149291,"R",1391985,"R",410282,"R",0,"R",0,"R",0,"R",347024,2 ,"A",,"A",,"A",,"A",,"R",242643,"R",450,"R",3128,"R",144828,"R",36094,"R",0,"R",427143,"R",36094,"R",44025,"R",80119,"R",347024,-2 ,"A",,"A",
461315,"R",277838,"R",2734937,"R",0,"R",2734937,"R",3012775,"R",0,"R",0,"R",186524,"R",186524,"R",0,"R",51842,"R",51842,"R",238366,"R",0,"R",2744094,"R",0,"R",37648,"R",-7333,"R",2774409,"R",9157,"R",0,"R",2766043,"R",779360,"Z",0,"R",3554560,"R",810466,"R",0,"R",0,"R",4160426,"R",3131161,"R",1029265,"R",2697620,"R",-952476,"R",2774409,"R",118896,"R",2769369,"R",0,"R",824292,"R",462500,"R",361792,"R",0,"A",,"R",0,"A",,"R",95030,"R",3807587,"R",0,"R",0,"R",0,"R",258344,"R",0,"R",0,"R",0,"R",0,"R",0,"R",258344,"R",4065931,"R",0,"R",0,"R",0,"R",94495,"R",94495,"R",4160426,"R",445036,"R",357133,"R",32589,"R",19912,"R",356184,"R",339606,"R",135471,"R",117048,"R",485511,"R",366218,"R",974514,"R",498718,"R",118896,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",582960,"R",0,"R",3131161,"R",1698635,"R",472229,"R",106274,"R",6256,"R",0,"R",847767,2 ,"A",,"A",,"A",,"A",,"R",258344,"R",11532,"R",0,"R",0,"R",54405,"R",0,"R",324281,"R",205385,"R",0,"R",205385,"R",118896,2 ,"A",,"A",
475565,"R",3873485,"R",257144,"R",20324561,"R",20581705,"R",24455190,"R",15,"R",557,"R",2800113,"R",2800670,"R",34835,"R",415939,"R",450774,"R",3251444,"R",0,"R",2970832,"R",2859635,"R",15000000,"R",373294,"R",21203761,"R",0,"R",294653,"R",0,"R",1129243,"R",2749065,"R",4172961,"R",1166752,"R",0,"R",0,"R",38459528,"R",36875657,"R",1583871,"R",19619891,"R",-1,"R",21203761,"R",753008,"R",542550,"R",2039147,"R",868340,"R",53385,"R",814955,"R",0,"A",,"R",0,"A",,"R",76930,"R",4279975,"R",0,"R",4392271,"R",23841919,"R",3416079,"R",0,"R",0,"R",0,"R",75550,"R",2453454,"R",34179273,"R",38459248,"R",280,"R",0,"R",0,"R",0,"R",280,"R",38459528,"R",12356119,"R",6432723,"R",371976,"R",261595,"R",72649,"R",51422,"R",4544069,"R",758752,"R",6289383,"R",4070500,"R",8809894,"R",5784428,"R",3030360,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",1401207,"R",0,"R",36875657,"R",17359420,"R",7217004,"R",7328197,"R",68033,"R",109,"R",4902894,2 ,"A",,"A",,"A",,"A",,"R",3416079,"R",56062,"R",2000339,"R",76200,"R",4000,"R",1616401,"R",7169081,"R",4138721,"R",0,"R",4138721,"R",3030360,1 ,"R",17098659,"R",17736677
475723,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",341830,"R",0,"R",309405,"R",0,"R",0,"R",0,"A",,"A",,"R",42471,"A",,"R",336300,"R",1030006,"R",0,"R",3859000,"R",0,"R",289809,"R",365000,"R",0,"R",15864,"R",32942,"R",0,"R",4562615,"R",5592621,"A",,"A",,"A",,"R",6627,"R",6627,"R",5599248,"R",1751511,"R",1048849,"R",0,"R",0,"R",0,"R",0,"R",329717,"R",222027,"R",626501,"R",393468,"R",1780500,"R",663991,"R",264471,"A",,"A",,"A",,"A",,"A",,"A",,"R",929927,"R",130058,"R",5682627,"R",2458393,"R",824772,"R",287007,"R",483172,"R",0,"R",1629283,1 ,"R",259561,"R",832987,"R",403428,"R",552969,"R",289809,"R",0,"R",88104,"R",0,"R",0,"R",15864,"R",393777,"R",129306,"R",0,"R",129306,"R",264471,-2 ,"A",,"A",
476975,"R",99462369,"R",782748,"R",0,"R",782748,"R",100245117,"R",1796784,"R",0,"R",9363866,"R",9363866,"R",0,"R",9173551,"R",9173551,"R",18537417,"R",368680,"R",782748,"R",0,"R",0,"R",82353056,"R",83135804,"Z",0,"Z",0,"Z",0,"R",782748,"Z",0,"R",782748,"R",1409870,"Z",0,"Z",0,"R",106585496,"R",99070664,"R",7514832,"R",75805927,"R",-184955,"R",83135804,"R",90636809,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",4487209,"R",95124018,"R",0,"R",0,"R",0,"R",11118245,"R",0,"R",0,"R",0,"R",343233,"R",0,"R",11461478,"R",106585496,"R",0,"R",0,"R",0,"R",0,"R",0,"R",106585496,"R",21124307,"R",14221367,"R",0,"R",0,"R",0,"R",0,"R",7903453,"R",5140390,"R",29161187,"R",7679212,"R",6767986,"R",2190246,"R",9709946,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",24403785,"R",0,"R",99070664,"R",29231215,"R",8317435,"R",527802,"R",367022,"R",0,"R",60627190,1 ,"R",2215975,"R",8191633,"R",357558,"R",1790003,"R",11118245,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",11118245,"R",1408299,"R",0,"R",1408299,"R",9709946,2 ,"A",,"A",
480967,"R",9208388,"R",18942847,"R",0,"R",18942847,"R",28151235,"R",0,"R",0,"R",1783551,"R",1783551,"R",0,"R",0,"R",0,"R",1783551,"R",0,"R",18942847,"R",0,"R",0,"R",7424837,"R",26367684,"R",797872,"R",0,"R",20314196,"R",941644,"R",577174,"R",22630886,"R",3874710,"R",0,"R",186671,"R",12112159,"R",6165737,"R",5946422,"R",20421262,"R",0,"R",26367684,"R",36648,"R",0,"R",0,"R",0,"R",0,"R",0,"R",31448,"A",,"R",0,"A",,"R",10539,"R",78635,"R",0,"R",3431228,"R",0,"R",3381902,"R",0,"R",0,"R",5186373,"R",34021,"R",0,"R",12033524,"R",12112159,"R",0,"R",0,"R",0,"R",0,"R",0,"R",12112159,"R",1171490,"R",595078,"R",123315,"R",49698,"R",0,"R",0,"R",246630,"R",189143,"R",973324,"R",344308,"R",3089623,"R",2213836,"R",68096,"R",493259,"R",194494,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",6165737,"R",3586557,"R",1398757,"R",203965,"R",598284,"R",0,"R",378174,2 ,"A",,"A",,"A",,"A",,"R",370601,"R",17026,"R",0,"R",0,"R",0,"R",1588358,"R",1975985,"R",1026765,"R",881124,"R",1907889,"R",68096,2 ,"A",,"A",
481021,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1075938,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",1075938,"R",0,"R",173488,"R",0,"R",50458,"R",0,"R",0,"R",0,"R",0,"R",0,"R",223946,"R",1299884,"A",,"A",,"A",,"R",353580,"R",353580,"R",1653464,"R",598300,"R",278266,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"R",467799,"R",272117,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",1066099,"R",550383,"R",318035,"R",187283,"R",10398,"R",0,"R",0,1 ,"R",181863,"R",1675561,"R",39746,"R",270854,"R",50458,"R",52648,"R",141037,"R",122417,"R",0,"R",40,"R",366600,"R",366600,"R",0,"R",366600,"R",0,-2 ,"A",,"A",
481049,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",200231,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",200231,"R",0,"R",0,"R",0,"R",189048,"R",0,"R",0,"R",10433,"Z",0,"R",0,"R",199481,"R",399712,"A",,"A",,"A",,"R",0,"R",0,"R",399712,"R",190240,"R",179798,"R",0,"Z",0,"R",0,"Z",0,"R",21777,"R",16936,"R",8398,"Z",0,"R",23835,"Z",0,"R",54371,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",298621,"R",196734,"R",40341,"R",0,"R",0,"R",0,"R",61546,2 ,"A",,"A",,"A",,"A",,"R",189048,"R",0,"R",13207,"R",7116,"R",750,"R",0,"R",210121,"R",155750,"R",0,"R",155750,"R",54371,-2 ,"A",,"A",
481182,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",86230,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"R",0,"R",86230,"R",0,"R",0,"R",0,"R",92040,"R",0,"R",0,"R",0,"R",0,"R",0,"R",92040,"R",178270,"A",,"A",,"A",,"R",0,"R",0,"R",178270,"R",221990,"R",217305,"Z",0,"Z",0,"Z",0,"Z",0,"R",3306,"Z",0,"R",6300,"Z",0,"R",34469,"Z",0,"R",92040,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",358105,"R",217305,"R",49171,"R",0,"R",0,"R",0,"R",91629,1 ,"R",35581,"R",7262527,"R",2340275,"R",22954716,"R",92040,"R",0,"R",0,"R",28000,"R",7500,"R",0,"R",127540,"R",35500,"R",0,"R",35500,"R",92040,-2 ,"A",,"A",
481191,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",529349,"Z",0,"Z",0,"R",88002,"R",88002,"Z",0,"A",,"A",,"Z",0,"A",,"R",480,"R",617831,"Z",0,"R",995551,"Z",0,"R",368709,"Z",0,"Z",0,"R",0,"Z",0,"R",0,"R",1364260,"R",1982091,"A",,"A",,"A",,"R",0,"R",0,"R",1982091,"R",900817,"R",605642,"Z",0,"Z",0,"Z",0,"Z",0,"R",880400,"R",379829,"R",0,"Z",0,"R",0,"Z",0,"R",35778,"A",,"A",,"A",,"A",,"A",,"A",,"R",165096,"R",0,"R",1982091,"R",985471,"R",363557,"R",54962,"R",0,"R",0,"R",578101,1 ,"R",142301,"R",990486,"R",45074,"R",314334,"R",368709,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"R",368709,"R",332931,"Z",0,"R",332931,"R",35778,-2 ,"A",,"A",
482149,"R",132428478,"R",501091786,"R",128483625,"R",629575411,"R",762003889,"R",92008272,"R",3778167,"R",98636945,"R",102415112,"R",48442910,"R",882083857,"R",930526767,"R",1032941879,"R",54136573,"R",485453028,"R",33662268,"R",2558310,"R",-754739897,"R",-233066291,"R",47135719,"R",8079598,"R",748977606,"R",152676313,"R",12823779,"R",969693015,"R",432475707,"R",0,"R",0,"R",919583879,"R",887833189,"R",31750690,"R",230731910,"R",-495548891,"R",-233066291,"R",93857633,"R",56886393,"R",19051267,"R",188751331,"R",70860,"R",188680471,"R",20526987,"R",236420066,"R",9949193,"Z",0,"R",607299,"R",626050169,"R",0,"R",225140575,"R",0,"R",10160620,"R",0,"R",10138215,"R",14605305,"R",1973790,"R",0,"R",262018505,"R",888068674,"R",0,"R",31515205,"R",0,"R",0,"R",31515205,"R",919583879,"R",147865028,"R",97650043,"R",51104121,"R",22483990,"R",46358194,"R",25988544,"R",65735689,"R",40844839,"R",7470570,"R",3870933,"R",93938679,"R",31881734,"R",9498208,"R",17708438,"R",4653443,"R",413255282,"R",204847184,"R",0,"Z",0,"R",34898980,"R",0,"R",887833189,"R",432220710,"R",154440510,"R",42813606,"R",28110779,"R",2015506,"R",228232078,1 ,"R",40932984,"R",364460016,"R",13912638,"R",58502061,"R",9492930,"R",279599,"R",0,"R",0,"R",5187258,"R",11126221,"R",26086008,"R",16587800,"R",0,"R",16587800,"R",9498208,1 ,"R",246601014,"R",280469910
482158,"R",13037605,"R",216056826,"R",2699178,"R",218756004,"R",231793609,"R",10670240,"R",2458677,"R",7229318,"R",9687995,"R",84181447,"R",100617298,"R",184798745,"R",194486740,"R",12675722,"R",123740995,"R",43198,"R",25489,"R",-88508295,"R",35301387,"R",10523189,"R",10851156,"R",286843768,"R",22198643,"R",5107355,"R",335524111,"R",119467285,"R",0,"R",0,"R",101702980,"R",118396367,"R",-16693387,"R",111170048,"R",-59175274,"R",35301387,"R",22728077,"R",12678,"R",11575,"R",261,"R",0,"R",261,"R",8254384,"R",0,"R",982238,"R",0,"R",9172919,"R",41162132,"R",0,"R",33362424,"R",0,"R",15945154,"R",1067371,"R",558722,"R",4581278,"R",185320,"R",276137,"R",55976406,"R",97138538,"R",0,"R",4564442,"R",0,"R",0,"R",4564442,"R",101702980,"R",46139533,"R",24544565,"R",28560,"R",16514,"R",1043161,"R",128870,"R",8149999,"R",3980748,"R",10134641,"R",4243880,"R",12337643,"R",4542102,"R",7445125,"R",20584547,"R",2002586,"R",0,"Z",0,"R",0,"Z",0,"R",12533158,"R",0,"R",118396367,"R",39459265,"R",15378165,"R",14735458,"R",6206067,"R",4619236,"R",37998176,1 ,"R",3688046,"R",39942663,"R",1836710,"R",6970974,"R",15604861,"R",187114,"R",5638273,"R",0,"R",62900,"R",4166194,"R",25659342,"R",10123506,"R",8090711,"R",18214217,"R",7445125,1 ,"R",12751191,"R",13715197
482680,"R",45061104,"R",286116745,"R",9779687,"R",295896432,"R",340957536,"R",46072421,"R",4021729,"R",15244224,"R",19265953,"R",132093853,"R",225376513,"R",357470366,"R",376736319,"R",12204517,"R",154308600,"R",2409431,"R",2669514,"R",-161298424,"R",-1910879,"R",8374158,"R",26032091,"R",386811925,"R",32027817,"R",587845,"R",453833836,"R",167717091,"R",0,"R",0,"R",255812411,"R",233164856,"R",22647555,"R",96483045,"R",-121041479,"R",-1910879,"R",75232843,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",34536374,"R",0,"R",2810244,"Z",0,"R",1605992,"R",114185453,"Z",0,"R",71657564,"Z",0,"R",29976705,"R",266947,"R",3341633,"R",1811373,"R",158661,"R",0,"R",107212883,"R",221398336,"Z",0,"R",34414075,"R",0,"R",0,"R",34414075,"R",255812411,"R",97214335,"R",58758640,"R",2443044,"R",1222030,"R",521125,"R",241379,"R",23334232,"R",12142227,"R",14253297,"R",7858054,"R",22258297,"R",10706607,"R",12157525,"R",30457616,"R",4045193,"R",0,"R",0,"R",0,"R",0,"R",30525385,"R",8233730,"R",233164856,"R",103207860,"R",44924505,"R",36678545,"R",15461539,"R",5817117,"R",27075290,1 ,"R",13709492,"R",92422208,"R",981895,"R",26160090,"R",26231314,"R",1273945,"R",0,"R",175,"R",1512984,"R",3779578,"R",32797996,"R",20640471,"R",0,"R",20640471,"R",12157525,1 ,"R",55617284,"R",64055393
482699,"R",7007787,"R",48759364,"R",1294469,"R",50053833,"R",57061620,"R",4041305,"R",0,"R",1958030,"R",1958030,"R",34291483,"R",28542673,"R",62834156,"R",64792186,"R",2768707,"R",15698147,"R",193657,"R",311490,"R",-22661262,"R",-6457968,"R",555936,"R",3873605,"R",82288931,"R",7436766,"R",102721,"R",94257959,"R",45498595,"Z",0,"Z",0,"R",26965090,"R",26651512,"R",313578,"R",12674011,"R",-19445557,"R",-6457968,"R",3399790,"R",15319,"Z",0,"R",5400,"Z",0,"R",5400,"R",3522380,"Z",0,"R",20721,"Z",0,"R",156420,"R",7120030,"Z",0,"R",11706494,"Z",0,"R",6945512,"Z",0,"Z",0,"R",562821,"R",25845,"R",77615,"R",19318287,"R",26438317,"Z",0,"R",526773,"Z",0,"R",0,"R",526773,"R",26965090,"R",6362287,"R",4737928,"Z",0,"Z",0,"Z",0,"Z",0,"R",2796196,"R",1016807,"R",2487876,"R",1189536,"R",3793902,"R",1545915,"R",4795710,"R",3264680,"R",172955,"Z",0,"Z",0,"Z",0,"Z",0,"R",3150861,"R",1174694,"R",26651512,"R",9837835,"R",3586005,"R",4840774,"R",2351605,"R",0,"R",6035293,1 ,"R",-307007,"R",28415523,"R",2768707,"R",3279583,"R",6639127,"R",138626,"R",1424110,"Z",0,"Z",0,"R",1163808,"R",9365671,"R",4569961,"Z",0,"R",4569961,"R",4795710,1 ,"R",301627,"R",306627
482936,"R",34307740,"R",130016424,"R",44051276,"R",174067700,"R",208375440,"R",9457629,"R",1029640,"R",2389403,"R",3419043,"R",546744,"R",17138113,"R",17684857,"R",21103900,"R",543188,"R",147186467,"R",7181062,"Z",0,"R",41818452,"R",196185981,"R",18156039,"R",41035547,"R",96628344,"R",7788065,"R",590389,"R",164198384,"R",5082439,"Z",0,"R",4038722,"R",57988981,"R",55355234,"R",2633747,"R",196903234,"R",-3351000,"R",196185981,"R",2001736,"R",107778,"R",585992,"R",43656,"Z",0,"R",43656,"R",5094622,"Z",0,"R",30364,"Z",0,"R",143867,"R",8008015,"Z",0,"R",38456182,"Z",0,"R",3973388,"R",3808519,"Z",0,"Z",0,"R",767700,"R",385911,"R",47391700,"R",55399715,"R",2184505,"R",404761,"Z",0,"R",0,"R",2589266,"R",57988981,"R",8471839,"R",6756927,"R",4143784,"R",2169621,"R",39651,"R",30611,"R",6999058,"R",3487489,"R",4126410,"R",1596614,"R",10713887,"R",6403515,"R",2250612,"R",3548208,"R",301864,"Z",0,"Z",0,"Z",0,"Z",0,"R",15061785,"R",1067459,"R",55355234,"R",21814100,"R",5802670,"R",2722006,"R",5373745,"R",98082,"R",19544631,1 ,"R",1936177,"R",11669531,"R",542577,"R",9219838,"R",2070321,"Z",0,"R",2490665,"Z",0,"R",1192237,"R",2028684,"R",7781907,"R",5531295,"Z",0,"R",5531295,"R",2250612,1 ,"R",839763,"R",840663
483036,"R",17143008,"R",53338052,"R",17587170,"R",70925222,"R",88068230,"R",0,"R",0,"R",9863894,"R",9863894,"R",0,"R",767451,"R",767451,"R",10631345,"R",0,"R",56027227,"R",5269718,"R",866683,"R",15273257,"R",77436885,"R",1740000,"R",7790090,"R",54555494,"R",13533185,"R",0,"R",77618769,"R",21702302,"R",110760,"Z",0,"R",39934866,"R",42292648,"R",-2357782,"R",79790910,"R",3757,"R",77436885,"R",10575392,"R",242882,"R",515277,"R",53180,"R",44167,"R",9013,"R",121283,"R",0,"R",251194,"R",0,"R",192937,"R",11952145,"R",0,"R",18821974,"R",0,"R",4888562,"R",0,"R",0,"R",441262,"R",1003552,"R",11197,"R",25166547,"R",37118692,"R",0,"R",2924,"R",0,"R",2813250,"R",2816174,"R",39934866,"R",12835779,"R",8287443,"R",1006927,"R",531186,"R",3947,"R",880,"R",7001088,"R",3221448,"R",6389135,"R",2707718,"R",4970542,"R",2019036,"R",4667800,"R",180642,"R",96360,"R",0,"R",0,"R",0,"R",0,"R",5236788,"R",0,"R",42292648,"R",16864071,"R",4056900,"R",2176686,"R",4185802,"R",1235,"R",15007954,2 ,"A",,"A",,"A",,"A",,"R",4888562,"R",138950,"R",515277,"R",323500,"R",0,"R",2528898,"R",8395187,"R",3727387,"R",0,"R",3727387,"R",4667800,1 ,"R",1005887,"R",1059872
483045,"R",7488602,"R",90232334,"R",863337,"R",91095671,"R",98584273,"R",11013697,"R",0,"R",8024076,"R",8024076,"R",0,"R",73728286,"R",73728286,"R",81752362,"R",8670071,"R",90232334,"R",863337,"R",0,"R",-71920134,"R",19175537,"R",5215540,"R",0,"R",115540379,"R",26900505,"R",785483,"R",148441907,"R",58209573,"R",0,"R",0,"R",81697781,"R",67230370,"R",14467411,"R",43583953,"R",-38875827,"R",19175537,"R",11447203,"R",223801,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"R",5394311,"A",,"R",70539,"R",17135854,"R",0,"R",23913462,"R",0,"R",23685011,"R",1102435,"R",4000,"R",1181626,"R",117,"R",0,"R",49886651,"R",67022505,"R",2096426,"R",12578850,"R",0,"R",0,"R",14675276,"R",81697781,"R",30348177,"R",16374291,"R",0,"R",0,"R",1323714,"R",608740,"R",3956463,"R",2186577,"R",8065648,"R",3879582,"R",11163413,"R",7197551,"R",12372955,"R",0,"R",0,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",67230370,"R",30246741,"R",8779210,"R",6921448,"R",4119583,"R",331,"R",17163057,1 ,"R",3240929,"R",37631313,"R",3171106,"R",6615417,"R",18553873,"R",333224,"R",0,"R",0,"R",0,"R",0,"R",18887097,"R",6514142,"R",0,"R",6514142,"R",12372955,2 ,"A",,"A",
