Country of Giftor,Institution Name,ID,OPEID,City,State,Foreign Gift Received Date,Foreign Gift Amount,Gift Type,Giftor Name,Country to merge on,Rank,Score,Electoral process and pluralism,Functioning of government,Political participation,Political culture,Civil liberties,Regime type,Region
Canada,University of North Carolina - Chapel Hill,9489,297400,Chapel Hill,NC,2017-04-30,101267,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,9790,297400,Chapel Hill,NC,2016-12-31,96189,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,9852,297400,Chapel Hill,NC,2016-07-31,92868,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10174,297400,Chapel Hill,NC,2017-10-31,78898,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10363,297400,Chapel Hill,NC,2016-10-31,72961,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10381,297400,Chapel Hill,NC,2017-12-31,72332,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10423,297400,Chapel Hill,NC,2017-03-31,70267,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10521,297400,Chapel Hill,NC,2016-06-30,67277,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10558,297400,Chapel Hill,NC,2017-08-31,65866,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10561,297400,Chapel Hill,NC,2017-11-30,65765,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10592,297400,Chapel Hill,NC,2017-05-31,64876,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10759,297400,Chapel Hill,NC,2018-10-31,59846,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10770,297400,Chapel Hill,NC,2016-11-30,59300,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10774,297400,Chapel Hill,NC,2018-01-31,59199,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10814,297400,Chapel Hill,NC,2016-11-30,58049,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,10972,297400,Chapel Hill,NC,2018-02-28,53262,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,11067,297400,Chapel Hill,NC,2017-09-30,50962,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,11335,297400,Chapel Hill,NC,2017-12-31,48895,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,11977,297400,Chapel Hill,NC,2017-05-31,33916,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12082,297400,Chapel Hill,NC,2018-04-30,31768,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12390,297400,Chapel Hill,NC,2017-02-28,27028,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12445,297400,Chapel Hill,NC,2017-06-30,26266,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12487,297400,Chapel Hill,NC,2017-03-31,25600,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12585,297400,Chapel Hill,NC,2015-09-14,24990,Monetary Gift,Mastercard Foundation,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,12854,297400,Chapel Hill,NC,2016-12-31,20981,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13271,297400,Chapel Hill,NC,2016-12-31,15505,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13280,297400,Chapel Hill,NC,2017-08-31,15432,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13303,297400,Chapel Hill,NC,2016-09-30,15210,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13562,297400,Chapel Hill,NC,2018-02-28,13930,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13648,297400,Chapel Hill,NC,2018-07-31,13018,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13861,297400,Chapel Hill,NC,2017-03-31,11247,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,13879,297400,Chapel Hill,NC,2018-03-31,11087,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14286,297400,Chapel Hill,NC,2018-03-31,8960,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14512,297400,Chapel Hill,NC,2017-05-31,7553,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14520,297400,Chapel Hill,NC,2016-07-31,7504,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14582,297400,Chapel Hill,NC,2018-12-31,7242,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14615,297400,Chapel Hill,NC,2017-03-31,7023,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14643,297400,Chapel Hill,NC,2018-05-31,6871,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14678,297400,Chapel Hill,NC,2017-08-31,6705,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,14978,297400,Chapel Hill,NC,2018-05-31,5478,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,15033,297400,Chapel Hill,NC,2017-03-31,5274,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,15242,297400,Chapel Hill,NC,2017-09-30,4910,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,15308,297400,Chapel Hill,NC,2018-01-31,4570,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,15441,297400,Chapel Hill,NC,2017-11-30,4022,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,15774,297400,Chapel Hill,NC,2017-01-31,2976,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,16084,297400,Chapel Hill,NC,2018-05-31,2304,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,16106,297400,Chapel Hill,NC,2018-09-30,2250,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,16327,297400,Chapel Hill,NC,2018-08-31,1870,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,16328,297400,Chapel Hill,NC,2016-09-30,1869,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,16875,297400,Chapel Hill,NC,2016-08-31,1024,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,17427,297400,Chapel Hill,NC,2018-02-28,724,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,18853,297400,Chapel Hill,NC,2018-08-31,190,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19767,297400,Chapel Hill,NC,2017-09-30,77,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19881,297400,Chapel Hill,NC,2018-08-31,1,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19882,297400,Chapel Hill,NC,2018-09-30,38,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19883,297400,Chapel Hill,NC,2018-07-31,52,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19884,297400,Chapel Hill,NC,2018-05-31,67,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19885,297400,Chapel Hill,NC,2018-10-31,182,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19886,297400,Chapel Hill,NC,2018-11-30,182,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19891,297400,Chapel Hill,NC,2018-04-30,525,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19892,297400,Chapel Hill,NC,2018-05-31,640,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19895,297400,Chapel Hill,NC,2017-01-31,960,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19896,297400,Chapel Hill,NC,2016-09-30,1000,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19897,297400,Chapel Hill,NC,2018-07-31,1047,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19901,297400,Chapel Hill,NC,2017-05-31,1280,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19902,297400,Chapel Hill,NC,2017-05-31,1312,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19904,297400,Chapel Hill,NC,2016-06-30,1500,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19906,297400,Chapel Hill,NC,2018-09-30,1688,Monetary Gift,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19907,297400,Chapel Hill,NC,2016-07-31,1920,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19910,297400,Chapel Hill,NC,2018-08-31,2760,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19914,297400,Chapel Hill,NC,2017-10-31,3200,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19915,297400,Chapel Hill,NC,2018-05-31,3840,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19918,297400,Chapel Hill,NC,2018-11-30,5075,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19921,297400,Chapel Hill,NC,2016-06-30,8320,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19925,297400,Chapel Hill,NC,2017-02-28,19000,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19926,297400,Chapel Hill,NC,2017-02-28,19000,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19939,297400,Chapel Hill,NC,2018-04-30,59098,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19940,297400,Chapel Hill,NC,2018-06-30,59098,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19941,297400,Chapel Hill,NC,2018-07-31,72230,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19943,297400,Chapel Hill,NC,2017-01-31,83794,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19944,297400,Chapel Hill,NC,2017-04-30,83794,Contract,"Shire Human Genetics Therapies, Inc",Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of North Carolina - Chapel Hill,19956,297400,Chapel Hill,NC,2015-02-13,250000,Contract,University of Calgary,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Notre Dame,938,184000,Notre Dame,IN,2017-09-20,1848241,Monetary Gift,Murphy Family Foundation,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Notre Dame,20003,184000,Notre Dame,IN,2016-12-20,500000,Monetary Gift,MURPHY FAMILY FOUNDATION,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Notre Dame,20012,184000,Notre Dame,IN,2018-04-05,2000000,Monetary Gift,Dimplex North America,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Oklahoma,20014,318400,Norman,OK,2017-08-01,288421,Contract,University of Calgary,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Oklahoma,20015,318400,Norman,OK,2017-08-01,288421,Contract,Univ of Calgary,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,6110,337800,Philadelphia,PA,2018-04-18,289045,Contract,Synaptive Medical INC,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,6470,337800,Philadelphia,PA,2018-04-18,265089,Monetary Gift,Investors Group Financial Services ,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,20058,337800,Philadelphia,PA,2017-12-09,325000,Monetary Gift,Anonymous,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,20066,337800,Philadelphia,PA,2014-06-23,375000,Monetary Gift,Anonymous,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,20082,337800,Philadelphia,PA,2017-12-09,450000,Monetary Gift,Anonymous,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
Canada,University of Pennsylvania,20087,337800,Philadelphia,PA,2016-06-13,500000,Monetary Gift,Anonymous,Canada,7.0,9.22,9.58,9.64,7.78,9.38,9.71,Full democracy,North America
